TimeStep,Sid,Quality,Illicit,Licit,Unknown,size
3,37db1177c9119ca667aa085f5e98aae4,0.994957194,0,1,27,28
3,3c5dd68f77b7b15dadc7a1eb8cc6d0f9,0.902561515,0,1,27,28
3,466dfe181d84d005811e4ea6be880ecb,0.992090034,0,0,20,20
3,b59f9abc66859360836d355d28d96b25,1.203555079,0,2,58,60
3,d2c77071fc69f57e1fe7a70e10abbe57,1.063546658,0,1,39,40
3,d46fc219a30a7370ba48c7bd82b4c2fc,0.409364438,0,5,8,13
3,25e1aed4de5b79a211173456982be6b3,1.137698129,0,2,57,59
3,c68679ff9adb9807b5ddddbc3486170f,0.942270942,0,1,34,35
3,5080eb18c05ac601bb032d484310ccbd,1.001504916,0,0,30,30
3,17feb73b4d7202c0ef1a634c2d855a88,1.23944293,0,1,59,60
3,5fccbb75024ee46a0400b31e0efe2ae7,1.309599473,0,1,117,118
3,c699fba48157b6a2f43e4d6470467109,1.10469169,0,1,45,46
3,5670be2da51364a283fa85c98190a0f2,1.092625982,0,1,55,56
3,6bdc926cbdf6f2c0c9843ec71c3c8fc8,1.426676349,0,3,92,95
3,e594fb6a0d99d05e0c6d0b6ee04143b8,1.471130138,0,3,122,125
3,5fd2e09814512e8423b1e95dcaf64f52,1.232464284,0,8,16,24
3,c7d447b2dabd2db900d0900b22a1ebc7,1.450370579,0,3,123,126
3,fc3ce36de67f332bdfe05762c0dd22c6,1.278063208,0,0,15,15
3,f0faa3284ce2ad60937b1d4e3097575c,1.11437666,0,0,14,14
3,e8d05364a1b099422660773f26b2e23c,1.093377101,0,0,14,14
3,12f7e2abc944dd5afb6953af15875dca,1.224123708,0,0,15,15
3,46a370f49fc229c68df469ee6ef2d686,1.067883631,0,0,16,16
3,2b88b60bbac4a52e305a3eb9458fd815,1.162217532,0,0,15,15
3,fd67cabbfc727760dd8b5a43138dbd18,1.433919689,0,0,12,12
3,dbb1c2ce1eb7c20fd75500197c921f35,1.448764973,0,1,11,12
3,bf7ba77aee5b2a12a015a444831d7434,1.29539811,0,1,18,19
3,45e471ef5e5a9c28db2ebc17b94ae7a1,0.633599988,0,0,15,15
3,d8dac9d351de7b5ec1b762ba57792de5,0.975249165,0,0,15,15
3,0b089dd6d3e01ee64f96806ae13254fa,1.337373818,0,1,12,13
3,1a9a9d627107fa14b8a85d171d0ae206,1.327540014,0,0,13,13
3,ed5bd257dc10ab1dc6075b16fe07520f,0.71936435,0,0,13,13
3,563389188b8b4f1ea568862705dbaf41,0.726684215,0,0,13,13
3,1ec7dce54e37309b7b91908adcb08a26,0.925473282,0,1,19,20
3,f42d72fc3e2c5ef4f88394650a9a37ae,0.958194186,0,0,21,21
3,738e3670598c66f79c0a724661e5e239,1.32490493,0,1,50,51
3,076bb869b28244f27fb88e53617e7759,1.303672738,0,1,46,47
3,582de4cd894eacc5236cde5814c86353,0.992649576,0,0,29,29
3,bcb9d1b98ac27da76d3c4dbbe7c68e45,1.147159645,0,1,48,49
3,1c0d8cc5c814d66de9a74e79508d0634,0.807430433,0,1,35,36
3,ac8ab2a2119fc30b77a3ea11778038d2,1.029140243,0,1,37,38
3,9264239a33d7ebfa7d873c589894833f,0.966930309,0,0,23,23
3,2b91296577ba9f770e07ba3bb050844d,1.038409534,0,1,55,56
3,f41c81876a280c21b36c8e06c0858a43,1.152861753,0,3,49,52
3,0d413aa67e4cc1b6e05634173b4577e5,1.079969238,0,2,38,40
3,b36fd1478381b35bcdbe0ed1507cd3fe,0.93696245,0,1,37,38
3,8d12c7d9c33f91f8d711bb2ab3bd67f3,1.051195048,0,1,41,42
3,ac21a1d810e47a42178bab45894d8f57,1.250197798,0,1,72,73
3,0f5f48c70602d5960c824de3580fc0d3,1.077899174,0,1,43,44
3,2f3b71f196abea2243a528d226dfba05,1.097183796,0,0,31,31
3,ff9c1b0151212bde3587b2289c4e04b5,0.970863846,0,1,47,48
3,5e66051b5546bef6c867189775b54478,1.496756869,0,2,90,92
3,8afe82e4a87d0317daea2ff7070478b7,1.071354396,0,2,57,59
3,3321e6f096437a02968148414b4f937a,1.28915976,0,1,59,60
3,3345ac5cbbc41bf3b95b7c8d4ad52a8a,1.28706325,0,2,63,65
3,ee3caf1c618bcd6dbb1c3942e7341279,1.222428352,0,1,47,48
3,41161c49436fc85f4b65054ba99b7977,1.257063118,0,2,60,62
3,01f5b0c9bf4c51333a6c530b53d02160,1.672324434,0,2,107,109
3,7d6ee3bec34fd6d71fb9c8e8943233a1,1.26714152,0,3,68,71
3,35f1326f690bd824676c473846a6cb56,1.492662124,0,2,88,90
3,7f3ae819b30aee262d9a1c2168cd9014,1.362177049,0,2,71,73
3,dac45c2d45d09c8ea7aa80308e1f636f,1.376150058,0,1,117,118
3,554296164eda4e9259516f2c5c629884,1.484626964,0,1,103,104
3,be821fe315f69041f943ef99dc05819b,1.093296724,0,2,52,54
3,b46abad281d41968d617e5c0488f40f6,1.213155004,0,2,60,62
3,79d57a9f5cda60749fae9d67271475ed,1.651773768,0,3,117,120
3,f313987807517b3e026f49ca386718fe,1.562821123,0,2,127,129
3,2c56afdc21c229f2feb04a1f4030a7b4,1.538112072,0,3,118,121
3,6657f98b68c3dfecf03ca2ce040ea32a,1.418976159,0,2,90,92
3,84ca74ab770208ab022403c08f489469,1.577718743,0,3,154,157
3,aa4c38aca8d0c47337a83e8e1ed97c0a,1.538564072,0,2,141,143
3,f8436fcc7931cec46301990ee84cb83a,1.61188788,0,2,140,142
3,4df3a8bee7f00054a2a03c202a3b0654,1.285452296,0,8,21,29
3,6fbc4813d43453aea8e9419fd7fdd5a8,1.824226835,0,0,13,13
3,9996554238a12d2b166892087365c145,1.033007694,0,0,15,15
3,e922449b87fbddca1faab8430acb0b5e,1.081865811,0,0,15,15
3,957d62ae55fa97020c3932cae8fa0cfc,1.189448783,0,1,20,21
3,a82603b78528d776b3a9f445b80ec2a1,0.597322159,0,0,14,14
3,c5926dabf3b7d3318e3b335e2a170f62,1.474644994,0,1,84,85
3,61a74fe508a3006b1d7b9ecef63a2cc6,0.968063621,0,1,36,37
3,3e1305058b13746b3238d18de9023b45,1.366861704,0,3,52,55
3,9840fa4b4bd37828e07398ea14b7d58d,0.988861396,0,3,47,50
3,b01f30505d246e19962c7fc8d26bc3be,1.250384638,0,2,68,70
3,86356bad4ca9f4856079768bfd083db5,1.405052882,0,2,107,109
3,e4c4b01e766cb52d3a1e0741a2cf995c,1.262959645,0,2,71,73
3,11c2684aa99d8639509390d8865cc2cd,1.286756839,0,2,70,72
3,48d0d4fb87656f04d152304fb818b2e4,1.067447958,0,2,47,49
3,fa40b79a140caba0ec1b7d0e8e53e2a5,1.23368629,0,2,88,90
3,aed0266613a886dbfd313a8107bd6873,2.832271422,0,8,10,18
3,3ecbeade351353905ca81b18d68286fe,1.991470613,0,9,6,15
3,0f5ebd8b1b5f5bd4f3c775a91ca6c395,2.054236148,0,8,10,18
3,78c30c064ac24b24cda5e96720e0e1fa,2.368512069,0,16,21,37
3,d028234bf1f423fa6e26e73b90363bd0,1.966973306,0,4,8,12
3,99662b2693da38d212609639895c7bfe,2.662580541,0,10,20,30
3,7e8a3b364684af026da9364523871712,2.252477575,0,11,6,17
3,1244bb54881caf4ac83c0d7ee4ab1d57,2.294576864,0,10,6,16
3,45c136ee4d83f9db7d9071814c76c642,1.979698416,0,3,11,14
3,9e89db6cf84aeecc161cc18b7a622797,1.986326816,0,3,10,13
3,5330da59b23516c3023ef21eb87e8485,2.392414327,0,5,7,12
3,6289271243f839103fd22e8ca34197e1,2.338069422,0,7,9,16
3,d05882f37db517ff958995014af657d9,5.078958585,0,34,67,101
3,1addc7020aa39e994b31a85c3a837589,2.551849763,0,10,7,17
3,2cc07d65be7316c00e915b6dac42cd11,2.190224636,0,7,7,14
3,69c429f5e5fdfc483134e9118f779fc8,2.259924862,0,9,9,18
3,d77ed17939bc8da32be12e1d16516a76,3.285682267,0,19,30,49
4,abc9f75b8d7fa4452676a8235fb09bde,2.018677339,0,4,8,12
4,54e12a0fe64659ba9cf9f7b96d0a1984,1.396676111,0,6,12,18
4,47eaae455dcef8b775e63d1278f25dc8,2.278890214,0,9,4,13
4,27272e12528d733fb5ed5fd4b14b769e,1.687093738,0,6,7,13
4,e9783cd873b4c03bac0bc498a1faa3f8,0.93778363,0,11,4,15
4,3ab9be7329e0d15d79daeafd84e4a7d9,1.088540916,0,5,8,13
4,65dde86437dd015b683cc39d184810a8,2.224324135,0,9,6,15
4,feda70f9ab404e1b97994d84ce30807d,1.638563924,0,7,5,12
4,8a72944d8dd5c1fd09dbcf99a85ed228,1.688637527,0,10,7,17
4,92155bb014bc5b734ef5b0eb00b694a0,1.786404113,0,8,6,14
4,244ca2fdfe27bb7d0ce6c41810211b62,1.907366988,0,8,9,17
4,93c594d957ade6475a24a7b0e8134195,1.172115498,0,24,0,24
4,3661a6253761e2ea9b4205c745b43876,1.983947035,0,4,10,14
4,0c7cf5be6d93c1de6e77d64de165fb75,1.645815158,0,7,5,12
4,e083b0c1ceb29233ce5eb7848b229314,1.523454924,0,7,6,13
4,0a75d514460a273f7bc211e7776562c7,1.920461451,0,6,7,13
4,24d826c2c241fd3e17cf07ead1411afe,1.859273718,0,13,6,19
4,afcf6bc2dc1c75fea3b5f6142eb7e55d,1.404961473,0,6,7,13
4,00e5e0b4bc5a82b631d33fe344759cdd,2.02597876,0,12,6,18
4,363d3c085160f415cee71a78a4249ad9,1.740637898,0,5,10,15
4,d8525ec690704c6266dfcc4fcf2b2c69,2.248151632,0,14,5,19
4,964a592e0808fecad6af1ea594389ad0,1.531126612,0,14,5,19
4,41072c07d463283912783aea7f2cdd8e,2.167450398,0,7,6,13
4,5d79c7a32356ffc01e8ecccc0059f68b,2.002856208,0,11,10,21
4,79ba16adab025be31223fe703a4e8710,2.18030113,0,11,9,20
4,27003ec2a87b7c45e730cebd50e46899,1.19010911,0,28,1,29
4,abe35e51f357a7104cea74949f5c926e,1.65442746,0,11,7,18
4,5741463679c310da1dd1db26feae6360,1.286762947,0,8,8,16
4,acd70ac9de1ba69fba258c469cc4e482,1.211446267,0,8,11,19
4,90358b6432581e9e6a3a2e306ae82547,1.579042011,0,8,4,12
4,a1d9e8b51d6cb52ba9bcef36c249ffe5,1.289396048,0,12,6,18
4,9fa9f699977a67356dd5d7e7599d922e,2.145917417,0,8,8,16
4,c83ebeb0c8ad7bde7f09b77dc4e6addb,1.742274048,0,8,5,13
4,c433aa3ecfec1614e559c84c46f6fedf,1.848157316,0,9,10,19
4,79c3b2e747879dc0c137d916b9f9187b,1.472227479,0,9,5,14
4,44fd74c5a21f213fd63eff9341718f7f,2.043637299,0,11,8,19
4,e9710647005f10acb4cef307826eef47,1.31751708,0,9,4,13
4,28cfdf24fc36fb1f94650432d7267a84,1.569265039,0,8,5,13
4,9e8e9567d6ed87a5c7ecddc44f1dce09,1.786605139,0,18,6,24
4,63688a5ff260d8f83138c43da9f8088a,1.794837967,0,12,3,15
4,3854a839b26900b2c10f7ef20d79f1e7,2.048376691,0,14,6,20
4,6faa53f58236444e3b34ee6a9b16fd16,2.025877321,0,11,9,20
4,881f49181349457dca6af6144fff1abb,1.316622879,0,12,3,15
4,cb4e7efafc8bd96372447be2f39c15ca,1.655343837,0,11,3,14
4,81251ae52cec8e6beb3b189125b132c4,2.01999147,0,10,8,18
4,ea2848ed18a0d389837e5cfff2951096,1.718752281,0,15,4,19
4,8ecdf4aafd70267b077c0920cab31dc0,1.87628775,0,5,10,15
4,875452de95845badc04f81556c597242,2.057258737,0,7,7,14
4,5119edf42337bc13fd3bd2c49a84e484,1.827273907,0,7,6,13
4,c2b2bcc123fc37dd0d571ab27afdab84,1.913505941,0,12,8,20
4,935869fd6622290180b9896e74fce658,1.800299363,0,11,11,22
4,f52712265142411f7eebf40532fc1856,1.747701673,0,10,4,14
4,58fc41d581961e5fa22d369ac96b771d,1.451049213,0,13,1,14
4,1683e05043c1d7319d5f347563016772,1.40985054,0,10,6,16
4,dec8ee1519bd28c2172947a99436f3b7,2.091699869,0,12,5,17
4,e5f2778d9086b5ad97bca2a0575314e1,1.706287586,0,10,4,14
4,86706aa71acc7fc75b4d8b1b54b45335,1.772264589,0,14,5,19
4,3d9ac0881bb85054433e223490fab57b,1.712340919,0,10,11,21
4,7ee4a3893b7793c8f2a57e24dbd55376,1.896960097,0,11,6,17
4,7ac1f47eac0033281b1e8a7560b2a562,1.864888997,0,9,5,14
4,49020b7630344625df64eef0fa5b9d5e,1.356907773,0,11,7,18
4,c60bfce3760afaed77e006933be0c392,2.001721086,0,14,8,22
4,e306a14869581257a35977219b89bcde,1.676545239,0,12,3,15
4,face50eac899822383a65019e7bd01e8,2.068812811,0,12,4,16
4,c5fb0a024eed67fbfc40d10ec2467cb0,2.185455753,0,8,10,18
4,9368b0113fb2353d59595d824e276ee3,1.823449404,0,12,2,14
4,8c7cd65e16dc66dd6d19cf0e42dcb788,1.695947787,0,11,4,15
4,d50f618de8dc9c59b4348c74f13918d7,1.723276476,0,13,4,17
4,129695d144a1d404fa49db3b2adf4a8d,2.057013985,0,17,10,27
4,362ba299fcca8f888c32e62425edc5c9,1.558449302,0,10,2,12
4,339531cf16536552367a01926cd5e992,1.469832257,0,12,7,19
4,02d9c7a7fa6c1e57ff4d792d73a998f9,1.719080084,0,13,8,21
4,3c0c366fcfef6e530da2d012c9db4a96,1.650817812,0,14,7,21
4,f01fe1072f294ded49c55a3eff9cfbdf,2.01407117,0,8,10,18
4,5a60b091358aa4968ac748e4db9b774c,1.855935719,0,13,8,21
4,766b882b3875d763bd1fcaba11d122d4,1.547687714,0,10,5,15
4,7b1f6686bd8c748735f8d8196a043adb,1.736356097,0,16,4,20
4,0e9b50fe2b201f45689a2a14d60a5948,1.805006362,0,18,3,21
4,05cf171684a60ab02134083d8fc3a529,1.988283944,0,19,5,24
4,d96c1894efa3c24608a212a6e5591b99,1.835639217,0,11,7,18
4,86baf4467417ee516e9a064656e9d6b9,0.639884261,0,0,64,64
4,ace7891c87312c43c87132ec0aaae92c,1.891679057,0,10,13,23
4,7bc2286bb12ff62bdcac65d1275b8f18,0.514719165,0,17,4,21
4,f8f6afc32bc25adff754e080933b282f,1.72067617,0,14,2,16
4,767a03cb4da06f38b3af1361a5e8ba1b,1.977210936,0,6,10,16
4,3d32cf80379076aa577d336c7355188e,1.841467201,0,12,11,23
4,6783ca20d652c84c39e7d1e8d525f9d7,0.807959029,0,11,12,23
4,a278622ae74cbbbc604c055c6158f3bb,1.699102816,0,0,14,14
4,ecc45a002a9867a12f8e26043568f52b,1.925744162,0,10,11,21
4,5384c99e9a59dd8ab7c4098b44bdaefc,0.800607492,0,12,6,18
4,449f15d0e57b4482cacee36e9cc10f10,1.928261355,0,17,4,21
4,4fc9957409dc6a6982883e06b844630e,2.171403937,0,12,11,23
4,35067ca384ae778fb4cf5f187a6d91b4,1.878085281,0,7,8,15
4,d8df5087e964fd9f6cf2c07da101c1ce,1.555283023,0,15,8,23
4,71ab846ded7f8a1289b11ec22ef96a2d,0.810906283,0,0,12,12
4,e6575c38686dc6b06937636945b31eb2,0.912485059,0,0,16,16
4,161b18fff2840c54ce7ce1b51640c6ff,1.129434965,0,0,18,18
4,f7cbf57847536d692d7d645a390406b7,2.397440143,0,5,7,12
4,bb6d0ed1e2ed3402793a59bda3d487ed,1.677255341,0,11,4,15
4,366138c123dc13bac2a4bb95c680975f,1.333437112,0,11,3,14
4,4e1ee3a95ddaf8a8cabaa9309820ce64,1.221181215,0,3,9,12
4,2528a41b2e20d837e32da992cd1942fd,0.430177616,0,0,15,15
4,523ca4da13e51b5b246bf2058f40842a,0.849782618,0,0,13,13
4,70b0bcea90ca65e72749997a9b5435e9,1.540450196,0,10,6,16
4,9b6f0831833bb86007b96ed0021baa21,1.572761811,0,12,5,17
4,f0ae2f1b53a1c3ae78ca229dad91a7d4,0.361092312,0,0,12,12
4,4fd185542f0be122370282b5fb7980fc,0.242587454,0,0,23,23
4,3a5e2d862984b4c04afd02da1e688009,1.918948397,0,9,10,19
4,90ea200e1a1b459f00feae23f0d406e9,2.139913973,0,4,8,12
4,4d906ee38ca7d445f34de4e7cf0527a1,1.396367674,0,6,8,14
4,1ef296d11e00c86dacc01227a3380176,1.983366172,0,6,8,14
4,e08c549bd1956006598575e98cc4f0bf,1.978752934,0,11,2,13
4,7abb121fd72586309cc103b81327fc71,2.013600016,0,9,8,17
4,bc32204c88de0c621f44d20624872d41,1.901622751,0,5,9,14
4,54a009eafad728198c853b29980085d4,1.495412159,0,10,3,13
4,fea812e95bd8e4a4df3c0ba1c13c9844,1.598465306,0,4,8,12
4,bbfa821f480c660a003c964ddd16a25f,1.115850805,0,9,5,14
4,99a0cff5febfc72f3e4cf97922dac6c9,1.66057604,0,8,4,12
4,0f2624f1cca2e42f6a723f918a1aeca9,1.577595501,0,7,5,12
4,ff0193d7f0793fd8755a779f0bf1f3c3,2.144228443,0,7,9,16
4,d0622095c22df01e6f0ea3b5c3e872d9,1.458535159,0,10,4,14
4,fd94757b0f6c4ca6ef9b9d094bb2c136,2.103306839,0,7,6,13
4,a58a95c3086163ee897acf80d628edc6,1.607886483,0,17,2,19
4,969d4f66b68d7f966cff495c1f5574ac,1.471074232,0,5,7,12
4,ce56bf36293008eb490758086a9a3d96,1.759541669,0,12,8,20
4,51a65cd7cfaa6b51189bae97cc6b8d2d,1.805400145,0,13,10,23
4,df42f94b912e026a5bfea4e6360e615b,0.455743255,0,0,23,23
4,33a7699017b43bc94929619aa610fd89,1.573998283,0,8,4,12
4,435fb6e7505a5955e0348e313b473d1b,1.63531612,0,12,9,21
4,3aca45039e321bce6fb9ab103bb2f681,1.492136203,0,11,6,17
4,483427784f65c4e78ecc3e049048b2db,1.795379028,0,11,2,13
4,d7a8992adbd52926433919015397520b,1.846929675,0,12,5,17
4,5d5818bac1116d45a6d5f90b3ef06a8a,1.829364239,0,13,5,18
4,e484c076fccf97d2887b431660b0704e,1.834421791,0,13,7,20
4,9d67e03b01d5b176de531fdccc6edbd3,1.890082481,0,11,7,18
4,a063d5fe16e8b355b6fe098d62860219,1.645404889,0,10,3,13
4,7484c19cc8939414b4ef6a6940e44158,1.756025964,0,11,1,12
4,02c6a6f6343803f40f460485771c885c,1.564043311,0,13,4,17
4,543765339a57563595a672c046dfbdce,1.959631971,0,14,3,17
4,af33dd4fd9c1ef8d340a73eba5828b86,1.359910277,0,9,5,14
